pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
7.977,27.241,3.213,27.88544,6.923,8.97348,22.4337,Good
7.969,27.33,3.203,28.1664,6.902,8.9626,22.4065,Good
7.94,27.209,2.968,27.77728,6.615,8.42792,21.0698,Good
7.943,27.228,2.939,27.841920000000002,6.671,8.38404,20.9601,Good
7.935,27.317,2.936,28.02496,6.69,8.458960000000001,21.1474,Good
7.942,27.349,3.244,28.091520000000003,6.645,8.34872,20.8718,Good
7.95,27.349,3.384,28.11968,6.857,9.59192,23.979799999999997,Good
7.926,27.416,2.989,28.44096,6.304,8.07548,20.1887,Good
7.903,27.478,3.289,28.574720000000003,6.332,8.47724,21.1931,Good
7.906,27.466,3.188,28.61824,6.369,8.52448,21.3112,Good
7.894,27.422,3.179,28.524160000000002,6.185,7.919560000000001,19.7989,Good
7.954,27.294,3.107,28.48256,6.48,9.22292,23.0573,Good
7.955,27.154,2.977,28.35904,6.461,8.90012,22.2503,Good
7.958,27.121,3.38,28.284160000000004,6.42,8.68248,21.7062,Good
7.963,26.822,4.736,25.04064,6.727,9.29616,23.2404,Good
7.984,26.294,4.805,23.87328,6.944,9.418520000000001,23.546300000000002,Good
7.978,26.022,4.657,22.224,6.989,9.343160000000001,23.3579,Good
7.964,26.304,3.857,25.24864,6.705,8.69932,21.7483,Good
7.95,26.275,3.811,24.8576,6.726,8.3854,20.9635,Good
7.951,26.307,3.534,25.30176,6.592,8.400960000000001,21.0024,Good
7.941,26.446,3.302,26.23424,6.505,7.96488,19.9122,Good
7.94,26.594,3.463,26.7424,6.422,7.902920000000001,19.7573,Good
7.945,26.317,3.469,25.765120000000003,6.545,8.189960000000001,20.4749,Good
7.958,26.422,4.054,26.221439999999998,6.576,8.52776,21.3194,Good
7.937,26.365,3.488,26.28352,6.416,8.0796,20.198999999999998,Good
7.932,26.281,3.421,26.31616,6.264,7.95188,19.8797,Good
7.922,26.233,3.321,26.15104,6.22,8.088040000000001,20.220100000000002,Good
7.899,26.251,3.331,26.242559999999997,5.965,8.07628,20.1907,Fair
7.915,26.227,3.326,26.02944,6.075,8.404160000000001,21.0104,Good
7.912,26.24,3.519,26.147199999999998,6.259,8.737,21.8425,Good
7.903,26.335,3.57,26.385920000000002,6.429,8.552,21.38,Good
7.924,26.501,3.486,26.93888,6.093,8.59088,21.4772,Good
7.908,26.464,3.45,26.7392,6.176,8.53832,21.3458,Good
7.918,26.437,3.323,26.7648,6.051,8.052760000000001,20.1319,Good
7.887,26.425,4.675,26.54016,5.887,9.1246,22.8115,Fair
7.918,26.424,4.644,26.78336,6.187,9.04672,22.6168,Good
7.904,26.288,4.176,26.27456,6.219,8.50784,21.2696,Good
7.904,26.232,4.034,26.151680000000002,6.272,8.037360000000001,20.093400000000003,Good
7.893,26.14,4.118,25.98272,5.984,8.6548,21.637,Fair
7.925,26.559,3.834,27.421439999999997,6.195,8.804320000000002,22.010800000000003,Good
7.896,26.465,3.796,27.24928,6.177,8.5628,21.406999999999996,Good
7.933,26.515,3.912,27.38368,6.24,9.1244,22.811,Good
7.909,26.449,3.843,27.261439999999997,5.725,8.580919999999999,21.452299999999997,Fair
7.922,26.487,5.97,27.4688,5.8,9.87936,24.6984,Fair
7.893,26.507,5.338,27.480320000000003,6.0,9.20816,23.0204,Fair
7.904,26.579,5.396,27.818240000000003,5.934,9.619119999999999,24.047799999999995,Fair
7.907,26.711,5.005,27.97888,5.704,9.08548,22.7137,Fair
7.944,25.93,6.443,25.70752,6.319,9.953000000000001,24.8825,Fair
7.941,25.52,4.55,24.34176,6.547,8.8476,22.119,Good
7.938,25.422,4.398,23.768960000000003,6.59,8.73976,21.8494,Good
7.925,25.858,4.197,25.073919999999998,6.428,8.531640000000001,21.329100000000004,Good
7.926,25.625,4.069,24.49536,6.415,8.4026,21.0065,Good
7.923,26.525,3.747,27.4144,6.264,8.3446,20.8615,Good
7.942,26.715,3.78,27.92256,6.283,8.665199999999999,21.662999999999997,Good
7.944,26.444,4.15,27.07072,6.326,9.05912,22.6478,Good
7.947,26.995,3.772,28.293760000000002,6.263,8.772400000000001,21.931,Good
7.944,26.437,4.127,28.26304,6.426,8.91276,22.2819,Good
7.951,26.293,3.881,26.9472,6.487,8.430440000000003,21.076100000000004,Good
7.938,26.222,4.67,27.13024,6.478,9.418960000000002,23.547400000000003,Good
7.923,26.624,5.012,27.90016,6.28,9.624319999999999,24.060799999999997,Fair
7.922,26.43,4.599,27.31776,6.398,9.1858,22.9645,Good
7.937,26.181,4.407,26.8704,6.515,8.97468,22.4367,Good
7.923,26.236,4.365,26.99904,6.469,8.84748,22.118699999999997,Good
7.927,26.286,4.154,27.14368,6.457,8.55608,21.3902,Good
7.924,26.35,4.251,27.24736,6.471,8.6458,21.6145,Good
7.926,26.366,4.01,27.342080000000003,6.449,8.26328,20.6582,Good
7.911,26.427,4.616,27.39584,6.429,8.79736,21.993399999999998,Good
7.933,26.496,3.883,27.2256,6.64,8.41428,21.0357,Good
7.94,26.583,3.817,27.183359999999997,6.686,8.18804,20.470100000000002,Good
7.954,26.626,3.666,27.151999999999997,6.72,8.44088,21.1022,Good
7.954,26.633,3.707,26.74304,6.869,8.49644,21.2411,Good
7.954,26.633,3.707,26.74304,6.869,8.49644,21.2411,Good
7.961,26.601,3.864,26.488960000000002,6.845,8.55688,21.3922,Good
7.946,26.816,3.811,26.96192,6.732,8.54228,21.3557,Good
7.951,26.794,3.688,27.0528,6.754,8.45632,21.1408,Good
7.94,26.828,3.606,27.24288,6.701,8.50904,21.2726,Good
7.945,26.99,3.31,27.52832,6.651,8.3804,20.951,Good
7.933,27.077,3.318,27.89312,6.486,8.318560000000002,20.796400000000002,Good
7.944,27.185,3.21,27.86304,6.512,8.0152,20.038,Good
7.934,27.423,3.099,28.094720000000002,6.489,7.74924,19.3731,Good
7.941,27.499,3.221,28.252800000000004,6.492,8.08852,20.2213,Good
7.934,27.489,3.244,28.213760000000004,6.523,8.13912,20.3478,Good
7.942,27.393,3.393,28.14272,6.513,8.40164,21.0041,Good
7.942,27.524,3.665,28.1952,6.626,8.549719999999999,21.374299999999998,Good
7.948,27.59,3.415,28.211199999999998,6.645,8.145000000000001,20.3625,Good
7.947,27.746,3.414,28.526080000000004,6.657,8.009680000000001,20.0242,Good
7.955,27.611,3.235,28.5984,6.675,8.36908,20.9227,Good
7.946,27.892,3.146,28.74688,6.653,7.8613599999999995,19.653399999999998,Good
7.959,27.992,3.732,28.65856,6.738,8.851360000000003,22.128400000000006,Good
7.952,27.943,3.456,28.79616,6.652,8.485040000000001,21.212600000000002,Good
7.954,27.945,3.506,29.01504,6.591,8.486400000000001,21.216,Good
7.945,27.958,3.37,29.136640000000003,6.509,8.34424,20.860599999999998,Good
7.949,27.962,3.342,29.27232,6.432,8.167760000000001,20.419400000000003,Good
7.938,28.039,3.265,29.19424,6.456,7.7757200000000015,19.439300000000003,Good
7.943,28.086,3.034,29.27936,6.449,8.11208,20.2802,Good
7.949,27.968,3.183,29.39904,6.44,8.14484,20.362099999999998,Good
7.967,27.925,3.25,28.851840000000003,6.94,8.426400000000001,21.066000000000003,Good
7.964,27.948,3.177,28.66752,7.065,8.28284,20.7071,Good
7.967,27.976,3.231,28.67392,7.139,8.335880000000001,20.8397,Good
7.943,28.007,3.122,28.87296,6.879,8.16576,20.4144,Good
7.953,28.043,2.941,28.835839999999997,7.017,8.104040000000001,20.2601,Good
7.958,27.95,2.971,28.320639999999997,7.162,8.417,21.0425,Good
7.975,27.853,3.554,27.77984,7.349,10.02224,25.0556,Good
7.968,27.848,3.245,27.9456,7.357,9.11564,22.7891,Good
7.972,27.918,3.378,28.08832,7.412,9.26504,23.1626,Good
7.969,27.973,3.529,28.23936,7.456,9.00084,22.5021,Good
7.975,27.995,3.567,28.36864,7.373,9.282200000000001,23.2055,Good
7.968,28.012,3.418,28.440320000000003,7.391,9.25416,23.1354,Good
7.973,28.043,3.071,28.514560000000003,7.417,8.82764,22.0691,Good
7.964,27.988,3.277,28.07232,7.448,9.36284,23.4071,Good
7.973,27.976,3.352,28.10752,7.442,9.511680000000002,23.779200000000003,Good
7.962,27.973,3.324,28.096640000000004,7.4,9.633040000000001,24.0826,Good
7.969,27.967,3.527,28.02816,7.397,9.40716,23.517899999999997,Good
7.962,27.928,3.434,28.01408,7.376,9.35704,23.392599999999998,Good
7.962,27.943,3.362,28.116480000000003,7.255,8.81744,22.043599999999998,Good
7.956,27.974,3.487,28.225279999999998,7.286,9.22772,23.0693,Good
7.966,27.988,3.436,28.33728,7.314,9.19984,22.9996,Good
7.956,27.978,3.327,28.358400000000003,7.232,8.876040000000001,22.1901,Good
7.961,27.992,3.134,28.5216,7.173,9.21976,23.049400000000002,Good
7.953,27.981,3.112,28.584319999999998,7.081,8.72568,21.8142,Good
7.96,27.986,3.138,28.70016,7.034,8.856880000000002,22.142200000000003,Good
7.942,27.953,2.93,28.6656,6.849,8.443040000000002,21.1076,Good
7.957,27.937,3.102,28.671999999999997,6.972,8.32576,20.8144,Good
7.964,27.912,3.274,28.71808,7.086,8.89016,22.2254,Good
7.975,27.893,3.608,28.716160000000002,7.129,9.32344,23.3086,Good
7.975,27.845,3.744,28.66112,7.173,9.609200000000001,24.023,Good
7.98,27.792,3.542,28.64576,7.091,9.442160000000001,23.605400000000003,Good
7.983,27.79,3.61,28.698240000000002,7.146,9.7532,24.383,Good
7.986,27.767,3.26,28.789119999999997,7.057,9.328560000000001,23.3214,Good
7.985,27.793,3.645,28.84864,7.092,9.864040000000001,24.6601,Good
7.994,27.751,3.78,28.862080000000002,7.085,9.76728,24.4182,Good
7.986,27.693,3.872,28.84928,7.015,9.83144,24.5786,Good
7.984,27.618,3.647,28.896,6.884,9.830440000000001,24.5761,Good
7.976,27.589,3.647,28.8992,6.906,9.448920000000001,23.622300000000003,Good
7.987,27.591,3.985,28.81152,6.939,9.81908,24.5477,Good
7.97,27.536,3.581,28.986880000000003,6.711,9.064280000000002,22.660700000000002,Good
7.967,27.518,3.084,29.11232,6.596,8.47344,21.1836,Good
7.961,27.556,3.234,29.06176,6.663,8.816080000000001,22.040200000000002,Good
7.964,27.496,3.148,29.194879999999998,6.508,8.39488,20.9872,Good
7.951,27.532,3.209,29.1072,6.452,8.33916,20.8479,Good
7.964,27.524,3.234,29.25568,6.526,8.540719999999999,21.351799999999997,Good
7.958,27.462,3.144,28.90176,6.556,8.483360000000001,21.2084,Good
7.968,27.443,3.505,29.18656,6.545,8.603240000000001,21.508100000000002,Good
7.96,27.456,3.481,29.20448,6.536,8.42588,21.0647,Good
7.973,27.449,3.364,29.2416,6.54,8.45992,21.1498,Good
7.963,27.464,3.562,28.937600000000003,6.598,8.68232,21.7058,Good
7.971,27.463,3.539,29.312640000000002,6.549,8.75484,21.8871,Good
7.964,27.447,3.575,29.175680000000003,6.561,8.55836,21.3959,Good
7.968,27.433,3.423,29.30496,6.516,8.46444,21.161099999999998,Good
7.956,27.368,3.318,29.28832,6.472,8.40744,21.0186,Good
7.962,27.329,3.3,29.272959999999998,6.437,8.37672,20.9418,Good
7.948,27.291,3.354,29.26272,6.386,8.35168,20.8792,Good
7.956,27.262,3.125,29.29088,6.349,7.988760000000001,19.9719,Good
7.946,27.24,3.132,29.3152,6.314,8.0728,20.182000000000002,Good
7.951,27.239,2.935,29.33696,6.254,7.71532,19.2883,Good
7.943,27.228,2.993,29.3184,6.279,7.908440000000001,19.7711,Good
7.947,27.189,2.892,29.331840000000003,6.232,7.65432,19.1358,Good
7.942,27.178,2.903,29.31776,6.265,7.80484,19.5121,Good
7.945,27.177,2.874,29.328000000000003,6.213,7.62816,19.0704,Good
7.94,27.15,2.86,29.311999999999998,6.252,7.701599999999999,19.253999999999998,Good
7.948,27.15,2.787,29.34464,6.227,7.6282,19.0705,Good
7.942,27.128,2.84,29.33632,6.222,7.5430399999999995,18.857599999999998,Good
7.952,27.097,2.795,29.3792,6.23,7.448759999999999,18.621899999999997,Good
7.946,27.098,2.928,29.3792,6.242,7.70384,19.2596,Good
7.952,27.1,2.835,29.392,6.248,7.618600000000001,19.0465,Good
7.946,27.097,2.8,29.382399999999997,6.242,7.622959999999999,19.057399999999998,Good
7.952,27.088,3.161,29.39904,6.246,8.02204,20.0551,Good
7.946,27.078,3.194,29.397759999999998,6.239,7.89144,19.7286,Good
7.952,27.061,3.242,29.42464,6.232,7.854080000000001,19.6352,Good
7.945,27.051,3.329,29.40544,6.218,7.896680000000001,19.7417,Good
7.952,27.026,3.494,29.417600000000004,6.206,7.91528,19.7882,Good
7.939,26.995,3.442,29.40416,6.173,7.847200000000001,19.618000000000002,Good
7.944,26.951,3.185,29.419520000000002,6.15,7.631080000000001,19.0777,Good
7.932,26.953,3.378,29.452800000000003,6.091,7.820640000000001,19.5516,Good
7.945,26.929,3.228,29.498240000000003,6.126,7.71832,19.2958,Good
7.939,26.918,3.157,29.50656,6.154,7.6188400000000005,19.0471,Good
7.936,26.9,3.136,29.53792,6.068,7.5792,18.948,Good
7.926,26.88,3.151,29.54368,6.067,7.605800000000001,19.0145,Good
7.933,26.872,3.043,29.56672,6.048,7.651560000000001,19.1289,Good
7.929,26.835,3.094,29.55776,6.083,7.6336,19.084,Good
7.935,26.848,3.18,29.56736,6.069,7.8086400000000005,19.5216,Good
7.926,26.819,2.953,29.579520000000002,5.98,7.364520000000001,18.4113,Fair
7.936,26.788,3.066,29.58656,6.036,7.473040000000001,18.6826,Good
7.929,26.753,3.051,29.58336,6.121,7.59564,18.9891,Good
7.93,26.743,2.888,29.597440000000002,6.004,7.437840000000001,18.594600000000003,Good
7.92,26.741,2.858,29.576320000000003,5.95,7.37088,18.4272,Fair
7.928,26.732,3.167,29.573760000000004,5.988,7.60996,19.0249,Fair
7.91,26.705,12.414,29.550720000000002,5.874,12.980000000000002,32.45,Fair
7.915,26.674,4.108,29.550720000000002,5.862,7.95392,19.8848,Fair
7.904,26.667,3.022,29.50464,5.823,7.321760000000001,18.3044,Fair
7.914,26.647,3.064,29.58592,5.917,7.26776,18.1694,Fair
7.913,26.619,2.949,29.541120000000003,5.945,7.136520000000001,17.8413,Fair
7.929,26.615,3.113,29.589760000000002,6.038,7.2354,18.0885,Good
7.921,26.599,3.137,29.54176,6.023,7.486920000000001,18.7173,Good
7.93,26.578,3.176,29.5392,6.049,7.41904,18.5476,Good
7.922,26.482,3.114,29.498240000000003,6.014,7.29416,18.2354,Good
7.935,26.443,3.134,29.476480000000002,6.069,7.35744,18.3936,Good
7.936,26.075,3.244,29.06048,6.234,7.534800000000001,18.837,Good
7.945,25.949,3.415,28.91328,6.336,7.7521200000000015,19.380300000000002,Good
7.941,25.968,3.524,28.92096,6.324,7.78864,19.4716,Good
7.956,25.982,3.515,28.916480000000004,6.404,8.01796,20.044900000000002,Good
7.953,25.997,3.501,28.716160000000002,6.449,7.928360000000001,19.8209,Good
7.953,26.236,3.184,28.940160000000002,6.384,7.87888,19.6972,Good
7.945,26.329,3.316,28.86528,6.389,7.712720000000001,19.2818,Good
7.948,26.376,3.333,28.99264,6.322,7.757080000000002,19.392700000000005,Good
7.941,26.371,3.397,29.00096,6.36,7.830280000000001,19.5757,Good
7.957,26.325,3.516,29.0912,6.456,8.094,20.235,Good
7.953,26.316,3.423,29.12768,6.442,7.935080000000001,19.8377,Good
7.958,26.338,3.448,29.20896,6.448,7.705440000000002,19.263600000000004,Good
7.957,26.389,3.434,29.179520000000004,6.506,7.8307199999999995,19.5768,Good
7.954,26.344,3.859,28.7872,6.476,8.10452,20.261300000000002,Good
7.948,26.39,3.886,28.58624,6.501,8.179599999999999,20.448999999999998,Good
7.943,26.485,3.759,28.59328,6.459,7.918200000000001,19.7955,Good
7.93,26.518,3.948,28.49344,6.477,8.20304,20.5076,Good
7.934,26.563,4.309,28.45248,6.502,8.33364,20.8341,Good
7.933,26.578,4.348,28.250880000000002,6.562,8.511840000000001,21.279600000000002,Good
7.933,26.578,4.348,28.250880000000002,6.562,8.511840000000001,21.279600000000002,Good
7.933,26.612,4.045,28.31104,6.575,8.24716,20.6179,Good
7.925,26.617,4.081,28.33408,6.543,8.17076,20.4269,Good
7.935,26.676,3.717,28.39424,6.578,8.10188,20.2547,Good
7.93,26.639,3.733,28.62976,6.536,7.7933200000000005,19.4833,Good
7.921,26.72,3.745,28.698240000000002,6.534,7.707000000000001,19.267500000000002,Good
7.931,26.725,3.71,28.85248,6.54,7.8616,19.654,Good
7.942,26.757,3.602,28.93312,6.537,7.69456,19.2364,Good
7.941,26.841,3.451,28.957440000000002,6.579,7.6322800000000015,19.080700000000004,Good
7.948,26.826,3.294,29.088,6.572,7.7176800000000005,19.2942,Good
7.948,26.876,3.12,29.11872,6.634,7.422879999999999,18.557199999999998,Good
7.958,26.908,3.183,29.198719999999998,6.669,7.60484,19.0121,Good
7.946,26.938,3.041,29.198719999999998,6.668,7.41484,18.5371,Good
7.956,27.0,3.28,29.24352,6.7,7.784000000000001,19.46,Good
7.954,27.032,3.291,29.22816,6.731,7.629160000000001,19.0729,Good
7.957,27.082,3.331,29.26208,6.739,7.652360000000001,19.1309,Good
7.956,27.131,3.481,29.22944,6.8,7.753480000000001,19.3837,Good
7.965,27.157,3.114,29.2608,6.855,7.549759999999999,18.874399999999998,Good
7.959,27.179,3.162,29.22304,6.849,7.800320000000001,19.5008,Good
7.965,27.216,2.965,29.272959999999998,6.823,7.534680000000001,18.8367,Good
7.953,27.317,3.035,29.185920000000003,6.845,7.62556,19.0639,Good
7.961,27.279,3.351,29.15776,6.901,7.885720000000001,19.7143,Good
7.965,27.313,3.691,29.16224,7.006,8.305240000000001,20.7631,Good
7.962,27.356,3.312,29.18912,6.947,7.848480000000001,19.6212,Good
7.958,27.387,3.207,29.18912,6.978,7.60796,19.0199,Good
7.965,27.404,3.16,29.198719999999998,7.05,8.120320000000001,20.300800000000002,Good
7.955,27.462,2.937,29.2128,7.016,7.73596,19.3399,Good
7.963,27.487,2.824,29.29344,7.059,7.55016,18.8754,Good
7.966,27.512,3.119,29.25184,7.147,7.989960000000001,19.9749,Good
7.963,27.523,2.842,29.28,7.074,7.50544,18.7636,Good
7.965,27.569,3.007,29.27232,7.134,7.8817200000000005,19.7043,Good
7.971,27.61,2.999,29.334400000000002,7.137,7.777,19.4425,Good
7.964,27.644,2.968,29.31712,7.124,7.672320000000001,19.1808,Good
7.969,27.673,3.145,29.36,7.161,8.06884,20.1721,Good
7.962,27.704,2.915,29.354879999999998,7.13,7.861320000000001,19.6533,Good
7.958,27.741,2.993,29.408640000000002,7.082,7.717480000000001,19.2937,Good
7.953,27.772,3.033,29.386239999999997,7.1,8.002360000000001,20.0059,Good
7.961,27.815,3.104,29.4272,7.127,8.0652,20.163,Good
7.96,27.854,3.093,29.415680000000002,7.151,8.12332,20.3083,Good
7.968,27.88,2.928,29.451520000000002,7.172,8.264000000000001,20.66,Good
7.963,27.848,2.876,29.441280000000003,7.151,7.9614400000000005,19.9036,Good
7.967,27.835,2.912,29.50464,7.143,8.0588,20.147,Good
7.965,27.819,2.954,29.48736,7.161,8.355520000000002,20.888800000000003,Good
7.97,27.811,2.953,29.504,7.123,8.209480000000001,20.5237,Good
7.96,27.815,3.099,29.486720000000002,7.107,8.4446,21.1115,Good
7.968,27.802,3.005,29.530880000000003,7.125,8.34476,20.861900000000002,Good
7.965,27.789,2.929,29.50784,7.128,8.35412,20.8853,Good
7.964,27.784,2.919,29.5456,7.078,8.42292,21.057299999999998,Good
7.954,27.774,2.861,29.527040000000003,6.973,8.20972,20.5243,Good
7.954,27.768,3.414,29.568,7.05,8.88664,22.2166,Good
7.953,27.735,3.277,29.519360000000002,6.99,8.8154,22.0385,Good
7.957,27.698,3.297,29.56288,6.96,8.760440000000001,21.9011,Good
7.951,27.647,3.268,29.562240000000003,6.898,8.75496,21.8874,Good
7.959,27.596,3.287,29.60256,6.879,8.935880000000001,22.3397,Good
7.966,27.566,3.388,29.58464,7.0,9.273280000000002,23.183200000000003,Good
7.952,27.555,3.274,29.632640000000002,6.804,9.1,22.75,Good
7.952,27.528,3.038,29.617919999999998,6.781,8.895439999999999,22.238599999999998,Good
7.961,27.498,3.293,29.66976,6.796,9.178840000000001,22.947100000000002,Good
7.958,27.523,3.623,29.7056,6.879,9.402840000000001,23.5071,Good
7.959,27.458,3.707,29.66272,6.804,9.172839999999999,22.9321,Good
7.962,27.376,3.696,29.59232,6.78,9.18288,22.9572,Good
7.967,27.397,3.707,29.60192,6.81,9.314359999999999,23.285899999999998,Good
7.968,27.402,3.496,29.536640000000002,6.857,9.324160000000001,23.3104,Good
7.973,27.421,3.715,29.381120000000003,6.907,9.45708,23.642699999999998,Good
7.974,27.672,3.569,29.384960000000003,6.972,9.355960000000001,23.3899,Good
7.981,27.658,3.598,29.233919999999998,6.969,9.359440000000001,23.398600000000002,Good
7.969,27.605,3.404,29.160320000000002,6.88,8.9756,22.439,Good
7.975,27.524,3.488,29.00736,6.923,8.929120000000001,22.3228,Good
7.977,27.703,3.359,29.271680000000003,7.028,9.158840000000001,22.897100000000002,Good
7.979,27.748,3.341,29.41504,7.009,8.902040000000001,22.255100000000002,Good
7.982,27.703,3.379,29.376,7.059,9.130040000000001,22.825100000000003,Good
7.987,27.717,3.466,29.39968,7.084,9.240160000000001,23.1004,Good
7.988,27.552,3.446,29.30176,7.079,8.94856,22.3714,Good
7.987,27.808,3.58,29.45088,6.976,8.77104,21.927599999999998,Good
7.985,27.723,3.799,29.402240000000003,6.995,9.212439999999999,23.0311,Good
7.987,27.716,3.481,29.424000000000003,7.009,8.70428,21.7607,Good
7.98,27.729,3.487,29.38368,6.887,8.64172,21.6043,Good
7.982,27.631,3.469,29.34272,6.843,8.44308,21.1077,Good
7.975,27.66,3.567,29.36576,6.807,8.525,21.3125,Good
7.974,27.59,3.399,29.349760000000003,6.729,8.2042,20.5105,Good
7.971,27.513,3.416,29.330560000000002,6.69,8.229040000000001,20.5726,Good
7.975,27.469,3.49,29.36256,6.639,8.21792,20.5448,Good
7.973,27.441,3.61,29.34912,6.615,8.327679999999999,20.8192,Good
7.977,27.406,3.641,29.40032,6.6,8.249080000000001,20.622700000000002,Good
7.97,27.455,3.548,29.459200000000003,6.573,8.1204,20.301,Good
7.973,27.402,3.614,29.43104,6.603,8.11416,20.2854,Good
7.97,27.289,3.378,29.40736,6.562,8.06112,20.1528,Good
7.964,27.238,4.189,29.459200000000003,6.493,8.61884,21.5471,Good
7.967,27.187,8.754,29.408640000000002,6.567,11.45856,28.6464,Fair
7.968,27.114,4.783,29.456,6.562,9.01252,22.5313,Good
7.963,27.116,3.256,29.41824,6.518,8.036480000000001,20.0912,Good
7.968,27.092,3.425,29.4112,6.489,8.26076,20.651899999999998,Good
7.958,27.086,3.315,29.37216,6.498,8.042280000000002,20.105700000000002,Good
7.952,27.061,3.217,29.41312,6.462,8.152680000000002,20.381700000000002,Good
7.943,27.073,3.469,29.37984,6.441,8.46644,21.1661,Good
7.943,27.076,3.342,29.41056,6.354,8.02008,20.0502,Good
7.948,27.065,3.282,29.370880000000003,6.487,8.474400000000001,21.186,Good
7.95,27.027,3.216,29.36064,6.383,8.022960000000001,20.0574,Good
7.952,27.009,3.253,29.402240000000003,6.355,7.954920000000001,19.887300000000003,Good
7.951,27.03,3.27,29.48928,6.312,7.920400000000001,19.801000000000002,Good
7.945,27.013,3.234,29.49312,6.261,7.87504,19.6876,Good
7.954,27.006,3.275,29.51616,6.311,8.04628,20.115699999999997,Good
7.956,26.98,3.162,29.51616,6.342,7.785200000000001,19.463,Good
7.953,26.971,3.166,29.51872,6.262,7.92928,19.8232,Good
7.949,26.944,3.204,29.49376,6.235,7.88912,19.7228,Good
7.953,26.944,3.227,29.523200000000003,6.318,7.933319999999999,19.833299999999998,Good
7.937,26.966,2.948,29.523200000000003,6.104,7.804480000000002,19.511200000000002,Good
7.932,26.95,2.837,29.51744,6.069,7.416600000000002,18.541500000000003,Good
7.934,26.905,2.838,29.4784,6.118,7.603999999999999,19.009999999999998,Good
7.929,26.922,3.303,29.50656,5.99,7.790760000000001,19.4769,Fair
7.936,26.933,3.121,29.50016,6.143,8.039240000000001,20.098100000000002,Good
7.911,26.94,3.256,29.52512,5.8,8.100800000000001,20.252000000000002,Fair
7.876,26.959,2.917,29.52832,5.893,7.82932,19.5733,Fair
7.904,26.882,2.959,29.527040000000003,5.674,7.737960000000001,19.344900000000003,Fair
7.889,26.863,2.823,29.49632,5.646,7.39964,18.4991,Fair
7.892,26.899,3.384,29.53216,5.583,8.191120000000002,20.477800000000002,Fair
7.927,26.946,3.206,29.5392,5.808,8.15928,20.3982,Fair
7.884,26.941,3.375,29.5104,5.611,7.8914800000000005,19.7287,Fair
7.89,26.786,3.475,29.303040000000003,5.696,7.735080000000001,19.3377,Fair
7.91,26.718,3.464,29.21408,6.118,8.34784,20.8696,Good
7.921,26.653,3.298,29.03168,6.145,7.94544,19.863599999999998,Good
7.914,26.965,3.211,29.52192,5.976,7.727800000000001,19.3195,Fair
7.924,26.851,3.314,29.36576,6.081,7.855680000000001,19.639200000000002,Good
7.917,26.831,3.172,29.299200000000003,5.924,7.63048,19.0762,Fair
7.929,26.89,3.856,29.46944,6.037,8.2048,20.512,Good
7.919,26.904,4.509,29.47904,5.973,8.495320000000001,21.238300000000002,Fair
7.916,26.872,6.056,29.39968,5.931,9.15376,22.8844,Fair
7.921,26.725,4.447,29.19232,5.865,8.2062,20.515500000000003,Fair
7.918,26.662,5.541,29.04576,5.902,8.849560000000002,22.123900000000003,Fair
7.928,26.654,3.88,29.088,6.054,8.08112,20.2028,Good
7.937,26.61,3.914,29.0496,6.205,8.152399999999998,20.380999999999997,Good
7.937,26.611,4.029,29.13472,6.14,8.24468,20.6117,Good
7.94,26.545,3.989,28.976640000000003,6.177,7.985800000000001,19.9645,Good
7.943,26.52,4.204,29.008000000000003,6.227,8.0152,20.038,Good
7.945,26.496,3.987,28.994560000000003,6.28,8.050279999999999,20.1257,Good
7.949,26.478,4.101,29.06176,6.273,8.19164,20.4791,Good
7.938,26.482,3.688,29.05024,6.225,7.801760000000001,19.5044,Good
7.945,26.474,3.713,29.184,6.269,8.044920000000001,20.1123,Good
7.942,26.485,3.591,29.28,6.295,7.5878000000000005,18.9695,Good
7.941,26.46,3.609,29.296,6.249,7.660600000000001,19.151500000000002,Good
7.94,26.486,3.547,29.30368,6.301,7.57508,18.9377,Good
7.945,26.484,3.77,29.316480000000002,6.334,7.969520000000002,19.923800000000004,Good
7.947,26.454,3.767,29.34016,6.371,7.8901200000000005,19.7253,Good
7.939,26.453,4.069,29.32352,6.251,8.03204,20.0801,Good
7.948,26.462,4.11,29.19232,6.345,8.18136,20.4534,Good
7.948,26.462,4.11,29.19232,6.345,8.18136,20.4534,Good
7.953,26.412,4.475,28.34752,6.515,9.01076,22.526899999999998,Good
7.943,26.411,4.531,28.26304,6.539,9.154679999999999,22.886699999999998,Good
7.938,26.424,4.445,28.29248,6.495,9.167320000000002,22.918300000000002,Good
7.932,26.462,4.732,28.421120000000002,6.485,9.175360000000001,22.9384,Good
7.933,26.512,4.107,28.56768,6.402,8.78036,21.9509,Good
7.932,26.503,3.935,28.334720000000004,6.487,8.452440000000001,21.1311,Good
7.935,26.523,4.156,28.48768,6.424,8.361040000000001,20.902600000000003,Good
7.934,26.544,3.97,28.65152,6.429,8.261520000000003,20.653800000000004,Good
7.945,26.569,4.154,28.894720000000003,6.549,8.489120000000002,21.222800000000003,Good
7.941,26.607,8.172,28.904960000000003,6.536,10.64536,26.6134,Fair
7.937,26.613,7.953,28.99904,6.437,10.35284,25.8821,Fair
7.939,26.639,12.704,29.12,6.376,13.323920000000001,33.3098,Poor
7.921,26.642,4.543,28.986880000000003,6.227,8.16836,20.4209,Good
